#category	term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0007049	Cell cycle	21	1246	1.12	2.04	1.22e-17	9606.ENSP00000240423,9606.ENSP00000247191,9606.ENSP00000260363,9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000312995,9606.ENSP00000336868,9606.ENSP00000355922,9606.ENSP00000355958,9606.ENSP00000355966,9606.ENSP00000356319,9606.ENSP00000356379,9606.ENSP00000357643,9606.ENSP00000358813,9606.ENSP00000361298,9606.ENSP00000363055,9606.ENSP00000367276,9606.ENSP00000411532,9606.ENSP00000465992,9606.ENSP00000479266	NCAPH,DLGAP5,KIF23,SPC25,BIRC5,BUB1,CLSPN,CENPA,CENPF,DTL,NEK2,KIF14,ASPM,MKI67,TTK,KIF2C,ZWINT,CKAP2,TOP2A,KIF18B,BORA
GO Process	GO:0022402	Cell cycle process	19	835	1.25	2.51	1.22e-17	9606.ENSP00000240423,9606.ENSP00000247191,9606.ENSP00000260363,9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000312995,9606.ENSP00000336868,9606.ENSP00000355922,9606.ENSP00000355958,9606.ENSP00000355966,9606.ENSP00000356319,9606.ENSP00000356379,9606.ENSP00000358813,9606.ENSP00000361298,9606.ENSP00000363055,9606.ENSP00000367276,9606.ENSP00000411532,9606.ENSP00000465992	NCAPH,DLGAP5,KIF23,SPC25,BIRC5,BUB1,CLSPN,CENPA,CENPF,DTL,NEK2,KIF14,ASPM,TTK,KIF2C,ZWINT,CKAP2,TOP2A,KIF18B
GO Process	GO:1903047	Mitotic cell cycle process	17	537	1.4	3.08	1.52e-17	9606.ENSP00000240423,9606.ENSP00000247191,9606.ENSP00000260363,9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000312995,9606.ENSP00000336868,9606.ENSP00000355922,9606.ENSP00000355958,9606.ENSP00000355966,9606.ENSP00000356319,9606.ENSP00000358813,9606.ENSP00000361298,9606.ENSP00000363055,9606.ENSP00000367276,9606.ENSP00000465992	NCAPH,DLGAP5,KIF23,SPC25,BIRC5,BUB1,CLSPN,CENPA,CENPF,DTL,NEK2,KIF14,TTK,KIF2C,ZWINT,CKAP2,KIF18B
GO Process	GO:0098813	Nuclear chromosome segregation	14	229	1.68	4.25	1.97e-17	9606.ENSP00000240423,9606.ENSP00000247191,9606.ENSP00000260363,9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000355922,9606.ENSP00000355966,9606.ENSP00000356319,9606.ENSP00000358813,9606.ENSP00000361298,9606.ENSP00000363055,9606.ENSP00000411532,9606.ENSP00000465992	NCAPH,DLGAP5,KIF23,SPC25,BIRC5,BUB1,CENPF,NEK2,KIF14,TTK,KIF2C,ZWINT,TOP2A,KIF18B
GO Process	GO:0051301	Cell division	16	527	1.38	2.9	3.19e-16	9606.ENSP00000240423,9606.ENSP00000260363,9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000336868,9606.ENSP00000355922,9606.ENSP00000355966,9606.ENSP00000356319,9606.ENSP00000356379,9606.ENSP00000361298,9606.ENSP00000363055,9606.ENSP00000367276,9606.ENSP00000411532,9606.ENSP00000465992,9606.ENSP00000479266	NCAPH,KIF23,SPC25,BIRC5,BUB1,CENPA,CENPF,NEK2,KIF14,ASPM,KIF2C,ZWINT,CKAP2,TOP2A,KIF18B,BORA
GO Process	GO:0010564	Regulation of cell cycle process	16	716	1.25	2.29	3.23e-14	9606.ENSP00000240423,9606.ENSP00000247191,9606.ENSP00000260363,9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000312995,9606.ENSP00000353770,9606.ENSP00000355922,9606.ENSP00000355958,9606.ENSP00000355966,9606.ENSP00000356319,9606.ENSP00000357643,9606.ENSP00000358813,9606.ENSP00000363055,9606.ENSP00000479266	NCAPH,DLGAP5,KIF23,SPC25,BIRC5,BUB1,CLSPN,RRM2,CENPF,DTL,NEK2,KIF14,MKI67,TTK,ZWINT,BORA
GO Process	GO:0000819	Sister chromatid segregation	11	144	1.78	4.01	3.48e-14	9606.ENSP00000240423,9606.ENSP00000247191,9606.ENSP00000260363,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000355966,9606.ENSP00000356319,9606.ENSP00000361298,9606.ENSP00000363055,9606.ENSP00000411532,9606.ENSP00000465992	NCAPH,DLGAP5,KIF23,BIRC5,BUB1,NEK2,KIF14,KIF2C,ZWINT,TOP2A,KIF18B
GO Process	GO:0000280	Nuclear division	13	323	1.5	3.11	5.48e-14	9606.ENSP00000240423,9606.ENSP00000247191,9606.ENSP00000260363,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000355966,9606.ENSP00000356319,9606.ENSP00000356379,9606.ENSP00000358813,9606.ENSP00000361298,9606.ENSP00000363055,9606.ENSP00000411532,9606.ENSP00000465992	NCAPH,DLGAP5,KIF23,BIRC5,BUB1,NEK2,KIF14,ASPM,TTK,KIF2C,ZWINT,TOP2A,KIF18B
GO Process	GO:0007346	Regulation of mitotic cell cycle	14	493	1.35	2.55	2.07e-13	9606.ENSP00000247191,9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000312995,9606.ENSP00000353770,9606.ENSP00000355922,9606.ENSP00000355958,9606.ENSP00000355966,9606.ENSP00000356319,9606.ENSP00000357643,9606.ENSP00000358813,9606.ENSP00000363055,9606.ENSP00000479266	DLGAP5,SPC25,BIRC5,BUB1,CLSPN,RRM2,CENPF,DTL,NEK2,KIF14,MKI67,TTK,ZWINT,BORA
GO Process	GO:0007088	Regulation of mitotic nuclear division	10	118	1.82	3.92	3.36e-13	9606.ENSP00000247191,9606.ENSP00000282074,9606.ENSP00000301633,9606.ENSP00000302530,9606.ENSP00000355922,9606.ENSP00000355966,9606.ENSP00000357643,9606.ENSP00000358813,9606.ENSP00000363055,9606.ENSP00000479266	DLGAP5,SPC25,BIRC5,BUB1,CENPF,NEK2,MKI67,TTK,ZWINT,BORA
