#category	term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Process	GO:0002682	Regulation of immune system process	72	1438	0.96	3.23	4.15e-50	9606.ENSP00000011653,9606.ENSP00000085219,9606.ENSP00000224337,9606.ENSP00000227348,9606.ENSP00000229829,9606.ENSP00000246657,9606.ENSP00000262345,9606.ENSP00000263686,9606.ENSP00000263851,9606.ENSP00000265404,9606.ENSP00000266557,9606.ENSP00000281834,9606.ENSP00000283285,9606.ENSP00000295756,9606.ENSP00000300692,9606.ENSP00000303920,9606.ENSP00000305529,9606.ENSP00000306157,9606.ENSP00000306512,9606.ENSP00000308925,9606.ENSP00000311035,9606.ENSP00000313419,9606.ENSP00000317327,9606.ENSP00000319476,9606.ENSP00000321345,9606.ENSP00000323280,9606.ENSP00000324890,9606.ENSP00000328207,9606.ENSP00000331736,9606.ENSP00000338171,9606.ENSP00000339398,9606.ENSP00000340347,9606.ENSP00000342681,9606.ENSP00000347948,9606.ENSP00000351497,9606.ENSP00000354566,9606.ENSP00000354782,9606.ENSP00000354842,9606.ENSP00000356016,9606.ENSP00000356024,9606.ENSP00000356030,9606.ENSP00000356906,9606.ENSP00000357097,9606.ENSP00000357150,9606.ENSP00000357152,9606.ENSP00000357169,9606.ENSP00000358092,9606.ENSP00000358294,9606.ENSP00000358490,9606.ENSP00000359663,9606.ENSP00000360181,9606.ENSP00000361359,9606.ENSP00000364076,9606.ENSP00000364080,9606.ENSP00000365596,9606.ENSP00000368450,9606.ENSP00000368632,9606.ENSP00000376544,9606.ENSP00000378786,9606.ENSP00000386559,9606.ENSP00000388792,9606.ENSP00000398655,9606.ENSP00000408146,9606.ENSP00000431254,9606.ENSP00000431445,9606.ENSP00000433277,9606.ENSP00000438406,9606.ENSP00000477563,9606.ENSP00000477713,9606.ENSP00000478699,9606.ENSP00000484431,9606.ENSP00000496355	CD4,CD22,BLNK,CRTAM,HLA-DOA,CCR7,IL12RB2,SELP,IL7,STAP1,CD27,TNFSF4,CD96,TRAT1,CD3D,MZB1,SIRPG,IL7R,CXCL8,TLR10,CD200R1,CD19,UBASH3A,ICOS,IL23R,CD6,CD28,TNFRSF18,SELE,SKAP1,HLA-DQA1,TCF7,CD5,TNFRSF14,FCGR2B,CD3E,CD247,TOX,CR1,CR2,CD55,SH2D1B,FCER1A,CD1B,CD1C,FCRL3,PRDM1,CD160,CD2,CD40LG,SH2D1A,CD40,HLA-DQA2,HLA-DQB1,GPR183,CD83,GATA3,CD79B,HLA-DRA,CD8A,ZNF683,ITK,HLA-DPB1,IGLL5,CD3G,MS4A1,SLAMF1,MR1,LCK,TNFRSF9,CD48,TLR5
GO Process	GO:0002684	Positive regulation of immune system process	60	874	1.1	4.02	4.82e-47	9606.ENSP00000011653,9606.ENSP00000224337,9606.ENSP00000227348,9606.ENSP00000229829,9606.ENSP00000246657,9606.ENSP00000262345,9606.ENSP00000263686,9606.ENSP00000263851,9606.ENSP00000265404,9606.ENSP00000266557,9606.ENSP00000281834,9606.ENSP00000295756,9606.ENSP00000300692,9606.ENSP00000303920,9606.ENSP00000305529,9606.ENSP00000306157,9606.ENSP00000306512,9606.ENSP00000313419,9606.ENSP00000319476,9606.ENSP00000321345,9606.ENSP00000323280,9606.ENSP00000324890,9606.ENSP00000328207,9606.ENSP00000338171,9606.ENSP00000339398,9606.ENSP00000342681,9606.ENSP00000347948,9606.ENSP00000351497,9606.ENSP00000354566,9606.ENSP00000354782,9606.ENSP00000354842,9606.ENSP00000356016,9606.ENSP00000356024,9606.ENSP00000356030,9606.ENSP00000356906,9606.ENSP00000357150,9606.ENSP00000357152,9606.ENSP00000357169,9606.ENSP00000358294,9606.ENSP00000358490,9606.ENSP00000359663,9606.ENSP00000360181,9606.ENSP00000361359,9606.ENSP00000364076,9606.ENSP00000364080,9606.ENSP00000365596,9606.ENSP00000368450,9606.ENSP00000368632,9606.ENSP00000376544,9606.ENSP00000378786,9606.ENSP00000386559,9606.ENSP00000388792,9606.ENSP00000398655,9606.ENSP00000408146,9606.ENSP00000431254,9606.ENSP00000431445,9606.ENSP00000433277,9606.ENSP00000438406,9606.ENSP00000477563,9606.ENSP00000477713	CD4,BLNK,CRTAM,HLA-DOA,CCR7,IL12RB2,SELP,IL7,STAP1,CD27,TNFSF4,TRAT1,CD3D,MZB1,SIRPG,IL7R,CXCL8,CD19,ICOS,IL23R,CD6,CD28,TNFRSF18,SKAP1,HLA-DQA1,CD5,TNFRSF14,FCGR2B,CD3E,CD247,TOX,CR1,CR2,CD55,SH2D1B,CD1B,CD1C,FCRL3,CD160,CD2,CD40LG,SH2D1A,CD40,HLA-DQA2,HLA-DQB1,GPR183,CD83,GATA3,CD79B,HLA-DRA,CD8A,ZNF683,ITK,HLA-DPB1,IGLL5,CD3G,MS4A1,SLAMF1,MR1,LCK
GO Process	GO:0006955	Immune response	67	1321	0.97	3.2	3.45e-46	9606.ENSP00000011653,9606.ENSP00000219244,9606.ENSP00000224337,9606.ENSP00000227348,9606.ENSP00000229829,9606.ENSP00000246657,9606.ENSP00000248948,9606.ENSP00000256447,9606.ENSP00000262345,9606.ENSP00000263285,9606.ENSP00000263851,9606.ENSP00000266557,9606.ENSP00000272928,9606.ENSP00000281834,9606.ENSP00000283285,9606.ENSP00000292174,9606.ENSP00000295756,9606.ENSP00000300692,9606.ENSP00000306157,9606.ENSP00000306512,9606.ENSP00000308925,9606.ENSP00000313419,9606.ENSP00000319476,9606.ENSP00000321345,9606.ENSP00000323280,9606.ENSP00000324890,9606.ENSP00000338171,9606.ENSP00000339398,9606.ENSP00000340347,9606.ENSP00000347948,9606.ENSP00000351497,9606.ENSP00000354566,9606.ENSP00000354782,9606.ENSP00000356016,9606.ENSP00000356024,9606.ENSP00000356030,9606.ENSP00000356906,9606.ENSP00000357150,9606.ENSP00000357152,9606.ENSP00000358092,9606.ENSP00000358294,9606.ENSP00000358490,9606.ENSP00000359663,9606.ENSP00000360181,9606.ENSP00000361359,9606.ENSP00000362395,9606.ENSP00000364076,9606.ENSP00000364080,9606.ENSP00000365596,9606.ENSP00000368450,9606.ENSP00000368632,9606.ENSP00000376544,9606.ENSP00000376786,9606.ENSP00000378786,9606.ENSP00000386559,9606.ENSP00000388792,9606.ENSP00000398568,9606.ENSP00000398655,9606.ENSP00000408146,9606.ENSP00000431254,9606.ENSP00000431445,9606.ENSP00000433277,9606.ENSP00000436423,9606.ENSP00000438406,9606.ENSP00000477563,9606.ENSP00000477713,9606.ENSP00000496355	CD4,CCL17,BLNK,CRTAM,HLA-DOA,CCR7,VPREB3,CD180,IL12RB2,LY9,IL7,CD27,ACKR3,TNFSF4,CD96,CXCR5,TRAT1,CD3D,IL7R,CXCL8,TLR10,CD19,ICOS,IL23R,CD6,CD28,SKAP1,HLA-DQA1,TCF7,TNFRSF14,FCGR2B,CD3E,CD247,CR1,CR2,CD55,SH2D1B,CD1B,CD1C,PRDM1,CD160,CD2,CD40LG,SH2D1A,CD40,ITM2A,HLA-DQA2,HLA-DQB1,GPR183,CD83,GATA3,CD79B,POU2AF1,HLA-DRA,CD8A,ZNF683,PRF1,ITK,HLA-DPB1,IGLL5,CD3G,MS4A1,GNLY,SLAMF1,MR1,LCK,TLR5
GO Process	GO:0002376	Immune system process	76	2121	0.82	2.41	2.37e-44	9606.ENSP00000011653,9606.ENSP00000085219,9606.ENSP00000219244,9606.ENSP00000224337,9606.ENSP00000227348,9606.ENSP00000229829,9606.ENSP00000246657,9606.ENSP00000248948,9606.ENSP00000256447,9606.ENSP00000262345,9606.ENSP00000263285,9606.ENSP00000263686,9606.ENSP00000263851,9606.ENSP00000266557,9606.ENSP00000272928,9606.ENSP00000281834,9606.ENSP00000283285,9606.ENSP00000292174,9606.ENSP00000295756,9606.ENSP00000300692,9606.ENSP00000305416,9606.ENSP00000306157,9606.ENSP00000306512,9606.ENSP00000308925,9606.ENSP00000313419,9606.ENSP00000319476,9606.ENSP00000321345,9606.ENSP00000323280,9606.ENSP00000324890,9606.ENSP00000331736,9606.ENSP00000338171,9606.ENSP00000339398,9606.ENSP00000340347,9606.ENSP00000342681,9606.ENSP00000347948,9606.ENSP00000351497,9606.ENSP00000354566,9606.ENSP00000354782,9606.ENSP00000354842,9606.ENSP00000356016,9606.ENSP00000356024,9606.ENSP00000356030,9606.ENSP00000356058,9606.ENSP00000356906,9606.ENSP00000357150,9606.ENSP00000357152,9606.ENSP00000357158,9606.ENSP00000358092,9606.ENSP00000358294,9606.ENSP00000358490,9606.ENSP00000359663,9606.ENSP00000360181,9606.ENSP00000361359,9606.ENSP00000362395,9606.ENSP00000364076,9606.ENSP00000364080,9606.ENSP00000365596,9606.ENSP00000368450,9606.ENSP00000368632,9606.ENSP00000376544,9606.ENSP00000376786,9606.ENSP00000378786,9606.ENSP00000386559,9606.ENSP00000388792,9606.ENSP00000398568,9606.ENSP00000398655,9606.ENSP00000408146,9606.ENSP00000431254,9606.ENSP00000431445,9606.ENSP00000433277,9606.ENSP00000436423,9606.ENSP00000438406,9606.ENSP00000477563,9606.ENSP00000477713,9606.ENSP00000484431,9606.ENSP00000496355	CD4,CD22,CCL17,BLNK,CRTAM,HLA-DOA,CCR7,VPREB3,CD180,IL12RB2,LY9,SELP,IL7,CD27,ACKR3,TNFSF4,CD96,CXCR5,TRAT1,CD3D,S1PR1,IL7R,CXCL8,TLR10,CD19,ICOS,IL23R,CD6,CD28,SELE,SKAP1,HLA-DQA1,TCF7,CD5,TNFRSF14,FCGR2B,CD3E,CD247,TOX,CR1,CR2,CD55,FCMR,SH2D1B,CD1B,CD1C,FCRL1,PRDM1,CD160,CD2,CD40LG,SH2D1A,CD40,ITM2A,HLA-DQA2,HLA-DQB1,GPR183,CD83,GATA3,CD79B,POU2AF1,HLA-DRA,CD8A,ZNF683,PRF1,ITK,HLA-DPB1,IGLL5,CD3G,MS4A1,GNLY,SLAMF1,MR1,LCK,CD48,TLR5
GO Process	GO:0002250	Adaptive immune response	41	359	1.32	5.1	4.19e-38	9606.ENSP00000011653,9606.ENSP00000227348,9606.ENSP00000229829,9606.ENSP00000263285,9606.ENSP00000266557,9606.ENSP00000295756,9606.ENSP00000300692,9606.ENSP00000306157,9606.ENSP00000313419,9606.ENSP00000323280,9606.ENSP00000338171,9606.ENSP00000339398,9606.ENSP00000347948,9606.ENSP00000351497,9606.ENSP00000354566,9606.ENSP00000354782,9606.ENSP00000356016,9606.ENSP00000356024,9606.ENSP00000356030,9606.ENSP00000356906,9606.ENSP00000357150,9606.ENSP00000357152,9606.ENSP00000358092,9606.ENSP00000358294,9606.ENSP00000359663,9606.ENSP00000360181,9606.ENSP00000361359,9606.ENSP00000364076,9606.ENSP00000364080,9606.ENSP00000365596,9606.ENSP00000368632,9606.ENSP00000376544,9606.ENSP00000378786,9606.ENSP00000386559,9606.ENSP00000388792,9606.ENSP00000398568,9606.ENSP00000398655,9606.ENSP00000408146,9606.ENSP00000431254,9606.ENSP00000431445,9606.ENSP00000438406	CD4,CRTAM,HLA-DOA,LY9,CD27,TRAT1,CD3D,IL7R,CD19,CD6,SKAP1,HLA-DQA1,TNFRSF14,FCGR2B,CD3E,CD247,CR1,CR2,CD55,SH2D1B,CD1B,CD1C,PRDM1,CD160,CD40LG,SH2D1A,CD40,HLA-DQA2,HLA-DQB1,GPR183,GATA3,CD79B,HLA-DRA,CD8A,ZNF683,PRF1,ITK,HLA-DPB1,IGLL5,CD3G,SLAMF1
GO Process	GO:0051249	Regulation of lymphocyte activation	44	508	1.2	4.28	1.39e-36	9606.ENSP00000011653,9606.ENSP00000085219,9606.ENSP00000227348,9606.ENSP00000229829,9606.ENSP00000246657,9606.ENSP00000262345,9606.ENSP00000263851,9606.ENSP00000266557,9606.ENSP00000281834,9606.ENSP00000303920,9606.ENSP00000305529,9606.ENSP00000306157,9606.ENSP00000313419,9606.ENSP00000319476,9606.ENSP00000321345,9606.ENSP00000323280,9606.ENSP00000324890,9606.ENSP00000339398,9606.ENSP00000340347,9606.ENSP00000342681,9606.ENSP00000347948,9606.ENSP00000351497,9606.ENSP00000354566,9606.ENSP00000354842,9606.ENSP00000356016,9606.ENSP00000356030,9606.ENSP00000357169,9606.ENSP00000358092,9606.ENSP00000358294,9606.ENSP00000358490,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000364076,9606.ENSP00000364080,9606.ENSP00000365596,9606.ENSP00000368450,9606.ENSP00000368632,9606.ENSP00000378786,9606.ENSP00000388792,9606.ENSP00000408146,9606.ENSP00000431254,9606.ENSP00000438406,9606.ENSP00000477713,9606.ENSP00000478699	CD4,CD22,CRTAM,HLA-DOA,CCR7,IL12RB2,IL7,CD27,TNFSF4,MZB1,SIRPG,IL7R,CD19,ICOS,IL23R,CD6,CD28,HLA-DQA1,TCF7,CD5,TNFRSF14,FCGR2B,CD3E,TOX,CR1,CD55,FCRL3,PRDM1,CD160,CD2,CD40LG,CD40,HLA-DQA2,HLA-DQB1,GPR183,CD83,GATA3,HLA-DRA,ZNF683,HLA-DPB1,IGLL5,SLAMF1,LCK,TNFRSF9
GO Process	GO:0002694	Regulation of leukocyte activation	45	601	1.14	3.85	5.18e-35	9606.ENSP00000011653,9606.ENSP00000085219,9606.ENSP00000227348,9606.ENSP00000229829,9606.ENSP00000246657,9606.ENSP00000262345,9606.ENSP00000263851,9606.ENSP00000265404,9606.ENSP00000266557,9606.ENSP00000281834,9606.ENSP00000303920,9606.ENSP00000305529,9606.ENSP00000306157,9606.ENSP00000313419,9606.ENSP00000319476,9606.ENSP00000321345,9606.ENSP00000323280,9606.ENSP00000324890,9606.ENSP00000339398,9606.ENSP00000340347,9606.ENSP00000342681,9606.ENSP00000347948,9606.ENSP00000351497,9606.ENSP00000354566,9606.ENSP00000354842,9606.ENSP00000356016,9606.ENSP00000356030,9606.ENSP00000357169,9606.ENSP00000358092,9606.ENSP00000358294,9606.ENSP00000358490,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000364076,9606.ENSP00000364080,9606.ENSP00000365596,9606.ENSP00000368450,9606.ENSP00000368632,9606.ENSP00000378786,9606.ENSP00000388792,9606.ENSP00000408146,9606.ENSP00000431254,9606.ENSP00000438406,9606.ENSP00000477713,9606.ENSP00000478699	CD4,CD22,CRTAM,HLA-DOA,CCR7,IL12RB2,IL7,STAP1,CD27,TNFSF4,MZB1,SIRPG,IL7R,CD19,ICOS,IL23R,CD6,CD28,HLA-DQA1,TCF7,CD5,TNFRSF14,FCGR2B,CD3E,TOX,CR1,CD55,FCRL3,PRDM1,CD160,CD2,CD40LG,CD40,HLA-DQA2,HLA-DQB1,GPR183,CD83,GATA3,HLA-DRA,ZNF683,HLA-DPB1,IGLL5,SLAMF1,LCK,TNFRSF9
GO Process	GO:0050865	Regulation of cell activation	46	658	1.11	3.67	9.72e-35	9606.ENSP00000011653,9606.ENSP00000085219,9606.ENSP00000227348,9606.ENSP00000229829,9606.ENSP00000246657,9606.ENSP00000262345,9606.ENSP00000263686,9606.ENSP00000263851,9606.ENSP00000265404,9606.ENSP00000266557,9606.ENSP00000281834,9606.ENSP00000303920,9606.ENSP00000305529,9606.ENSP00000306157,9606.ENSP00000313419,9606.ENSP00000319476,9606.ENSP00000321345,9606.ENSP00000323280,9606.ENSP00000324890,9606.ENSP00000339398,9606.ENSP00000340347,9606.ENSP00000342681,9606.ENSP00000347948,9606.ENSP00000351497,9606.ENSP00000354566,9606.ENSP00000354842,9606.ENSP00000356016,9606.ENSP00000356030,9606.ENSP00000357169,9606.ENSP00000358092,9606.ENSP00000358294,9606.ENSP00000358490,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000364076,9606.ENSP00000364080,9606.ENSP00000365596,9606.ENSP00000368450,9606.ENSP00000368632,9606.ENSP00000378786,9606.ENSP00000388792,9606.ENSP00000408146,9606.ENSP00000431254,9606.ENSP00000438406,9606.ENSP00000477713,9606.ENSP00000478699	CD4,CD22,CRTAM,HLA-DOA,CCR7,IL12RB2,SELP,IL7,STAP1,CD27,TNFSF4,MZB1,SIRPG,IL7R,CD19,ICOS,IL23R,CD6,CD28,HLA-DQA1,TCF7,CD5,TNFRSF14,FCGR2B,CD3E,TOX,CR1,CD55,FCRL3,PRDM1,CD160,CD2,CD40LG,CD40,HLA-DQA2,HLA-DQB1,GPR183,CD83,GATA3,HLA-DRA,ZNF683,HLA-DPB1,IGLL5,SLAMF1,LCK,TNFRSF9
GO Process	GO:0046649	Lymphocyte activation	41	457	1.21	4.25	2.05e-34	9606.ENSP00000011653,9606.ENSP00000085219,9606.ENSP00000224337,9606.ENSP00000227348,9606.ENSP00000246657,9606.ENSP00000256447,9606.ENSP00000263285,9606.ENSP00000263851,9606.ENSP00000281834,9606.ENSP00000292174,9606.ENSP00000300692,9606.ENSP00000306157,9606.ENSP00000313419,9606.ENSP00000323280,9606.ENSP00000324890,9606.ENSP00000340347,9606.ENSP00000351497,9606.ENSP00000354566,9606.ENSP00000354782,9606.ENSP00000354842,9606.ENSP00000356024,9606.ENSP00000357152,9606.ENSP00000357158,9606.ENSP00000358490,9606.ENSP00000359663,9606.ENSP00000361359,9606.ENSP00000362395,9606.ENSP00000365596,9606.ENSP00000368450,9606.ENSP00000368632,9606.ENSP00000376544,9606.ENSP00000376786,9606.ENSP00000386559,9606.ENSP00000398568,9606.ENSP00000398655,9606.ENSP00000431445,9606.ENSP00000433277,9606.ENSP00000438406,9606.ENSP00000477563,9606.ENSP00000477713,9606.ENSP00000484431	CD4,CD22,BLNK,CRTAM,CCR7,CD180,LY9,IL7,TNFSF4,CXCR5,CD3D,IL7R,CD19,CD6,CD28,TCF7,FCGR2B,CD3E,CD247,TOX,CR2,CD1C,FCRL1,CD2,CD40LG,CD40,ITM2A,GPR183,CD83,GATA3,CD79B,POU2AF1,CD8A,PRF1,ITK,CD3G,MS4A1,SLAMF1,MR1,LCK,CD48
GO Process	GO:0050776	Regulation of immune response	49	844	1.02	3.23	6.10e-34	9606.ENSP00000011653,9606.ENSP00000085219,9606.ENSP00000224337,9606.ENSP00000227348,9606.ENSP00000246657,9606.ENSP00000265404,9606.ENSP00000281834,9606.ENSP00000283285,9606.ENSP00000295756,9606.ENSP00000300692,9606.ENSP00000306157,9606.ENSP00000308925,9606.ENSP00000311035,9606.ENSP00000313419,9606.ENSP00000317327,9606.ENSP00000321345,9606.ENSP00000324890,9606.ENSP00000338171,9606.ENSP00000347948,9606.ENSP00000351497,9606.ENSP00000354566,9606.ENSP00000354782,9606.ENSP00000356016,9606.ENSP00000356024,9606.ENSP00000356030,9606.ENSP00000356906,9606.ENSP00000357097,9606.ENSP00000357150,9606.ENSP00000357152,9606.ENSP00000357169,9606.ENSP00000358294,9606.ENSP00000360181,9606.ENSP00000361359,9606.ENSP00000364080,9606.ENSP00000368632,9606.ENSP00000376544,9606.ENSP00000378786,9606.ENSP00000386559,9606.ENSP00000388792,9606.ENSP00000398655,9606.ENSP00000408146,9606.ENSP00000431254,9606.ENSP00000431445,9606.ENSP00000433277,9606.ENSP00000438406,9606.ENSP00000477563,9606.ENSP00000477713,9606.ENSP00000484431,9606.ENSP00000496355	CD4,CD22,BLNK,CRTAM,CCR7,STAP1,TNFSF4,CD96,TRAT1,CD3D,IL7R,TLR10,CD200R1,CD19,UBASH3A,IL23R,CD28,SKAP1,TNFRSF14,FCGR2B,CD3E,CD247,CR1,CR2,CD55,SH2D1B,FCER1A,CD1B,CD1C,FCRL3,CD160,SH2D1A,CD40,HLA-DQB1,GATA3,CD79B,HLA-DRA,CD8A,ZNF683,ITK,HLA-DPB1,IGLL5,CD3G,MS4A1,SLAMF1,MR1,LCK,CD48,TLR5
